Tipo de Inmueble,Direccion,Area Construida,Area Total,Pisos,dormitorios,baños,Cochera,Precio Soles,Precio Dolares
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 108.82 m²,Área Ocupada : 137.05 m²,Pisos : 1,Habitaciones : 4,Baños : 3,Cocheras : 1,"S/. 537,579.00","USD 144,900.00"
DEPARTAMENTO FLAT EN VENTA,"Junin, Huancayo, Huancayo",Área Construida : 75.30 m²,Área Ocupada : 75.30 m²,Pisos : 1,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 230,000.00","USD 61,827.00"
CASA EN VENTA,"Cajamarca, Hualgayoc, Bambamarca",Área Terreno : 50.00 m2,Área Construida : 50.00 m²,Pisos : 1,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 120,000.00","USD 32,258.00"
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 230.00 m²,Área Ocupada : 265.00 m²,Pisos : 5,Habitaciones : 3,Baños : 4,Cocheras : 2,"S/. 1'372,700.00","USD 370,000.00"
OFICINA EN VENTA,"Lima, Lima, Miraflores",Área Construida : 81.00 m²,Área Ocupada : 81.00 m²,Pisos : 4,Habitaciones : 1,Baños : 0,Cocheras : 2,"S/. 1'001,700.00","USD 270,000.00"
CASA URBANA EN VENTA,"Arequipa, Camana, Samuel Pastor",Área Terreno : 270.00 m2,Área Construida : 270.00 m²,Pisos : 1,Habitaciones : 5,Baños : 3,Cocheras : 2,"S/. 593,600.00","USD 160,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Ate",Área Terreno : 80.00 m2,Área Construida : 80.00 m²,Pisos : 1,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 482,300.00","USD 130,000.00"
TERRENO COMERCIAL EN VENTA,"Lima, Prov. Const. Del Callao, Callao",Área Terreno : 58.20 m2,Área Construida : 58.20 m²,Pisos : 1,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 185,500.00","USD 50,000.00"
TERRENO EN VENTA,"Lima, Cañete, San Vicente de Cañete",Área Terreno : 200.00 m2,Área Construida : 40.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 61,215.00","USD 16,500.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",Área Construida : 44.00 m²,Área Ocupada : 44.00 m²,Pisos : 1,Habitaciones : 1,Baños : 1,Cocheras : 1,"S/. 252,280.00","USD 68,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Los Olivos",Área Construida : 90.00 m²,Área Ocupada : 90.00 m²,Pisos : 1,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 341,320.00","USD 92,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Santa Rosa",Área Terreno : 112.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 92,750.00","USD 25,000.00"
OFICINA EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 347.08 m²,Área Ocupada : 347.08 m²,Pisos : 3,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 19,292.00","USD 5,200.00"
OFICINA EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 387.42 m²,Área Ocupada : 487.42 m²,Pisos : 12,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 26,341.00","USD 7,100.00"
OFICINA EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 830.10 m²,Área Ocupada : 830.10 m²,Pisos : 8,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 50,456.00","USD 13,600.00"
OFICINA EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 92.11 m²,Área Ocupada : 142.11 m²,Pisos : 12,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 7,049.00","USD 1,900.00"
OFICINA EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 796.44 m²,Área Ocupada : 796.44 m²,Pisos : 4,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 44,149.00","USD 11,900.00"
OFICINA EN ALQUILER,"Lima, Lima, San Borja",Área Construida : 90.00 m²,Área Ocupada : 90.00 m²,Pisos : 3,Habitaciones : 2,Baños : 1,Cocheras : 0,"S/. 2,597.00",USD 700.00
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Prov. Const. Del Callao, Bellavista",Área Construida : 84.00 m²,Área Ocupada : 84.00 m²,Pisos : 3,Habitaciones : 2,Baños : 1,Cocheras : 0,"S/. 408,100.00","USD 110,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Borja",Área Construida : 92.50 m²,Área Ocupada : 92.50 m²,Pisos : 5,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 489,720.00","USD 132,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 88.00 m²,Área Ocupada : 88.00 m²,Pisos : 4,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 371,000.00","USD 100,000.00"
EDIFICIOS EN VENTA,"Lima, Lima, Miraflores",Área Terreno : 375.50 m2,Área Construida : 730.00 m²,Pisos : 4,Habitaciones : 21,Baños : 9,Cocheras : 0,"S/. 5'936,000.00","USD 1'600,000.00"
CASA EN VENTA,"Lima, Lima, Surquillo",Área Terreno : 184.80 m2,Área Construida : 466.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 1'389,691.00","USD 374,580.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Los Olivos",Área Construida : 124.08 m²,Área Ocupada : 124.08 m²,Pisos : 2,Habitaciones : 4,Baños : 2,Cocheras : 0,"S/. 371,000.00","USD 100,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Prov. Const. Del Callao, La Perla",Área Construida : 64.00 m²,Área Ocupada : 64.00 m²,Pisos : 2,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 263,372.00","USD 70,990.00"
TERRENO EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 231.24 m2,Área Construida : 231.24 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 226,310.00","USD 61,000.00"
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",Área Construida : 99.32 m²,Área Ocupada : 99.32 m²,Pisos : 1,Habitaciones : 1,Baños : 1,Cocheras : 1,"S/. 586,180.00","USD 158,000.00"
LOCAL COMERCIAL EN VENTA,"Lima, Lima, Lima",Área Construida : 61.80 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 664,090.00","USD 179,000.00"
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Barranco",Área Construida : 100.83 m²,Área Ocupada : 100.83 m²,Pisos : 14,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 4,823.00","USD 1,300.00"
CASA DE CAMPO EN VENTA,"Lima, Lima, Cieneguilla","Área Terreno : 1,024.00 m2",Área Construida : 350.00 m²,Pisos : 2,Habitaciones : 5,Baños : 4,Cocheras : 4,"S/. 667,800.00","USD 180,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 70.00 m²,Área Ocupada : 70.00 m²,Pisos : 13,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 3,524.00",USD 950.00
TERRENO URBANO EN VENTA,"Lima, Lima, La Molina","Área Terreno : 1,746.00 m2",Área Construida : 290.00 m²,Pisos : 1,Habitaciones : 5,Baños : 3,Cocheras : 3,"S/. 2'671,200.00","USD 720,000.00"
CASA URBANA EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla",Área Terreno : 137.40 m2,Área Construida : 200.00 m²,Pisos : 2,Habitaciones : 7,Baños : 3,Cocheras : 0,"S/. 252,280.00","USD 68,000.00"
LOCAL EN VENTA,"Arequipa, Arequipa, Arequipa","Área Construida : 2,500.00 m²",Área Ocupada : 0 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 14'840,000.00","USD 4'000,000.00"
TERRENO EN VENTA,"Lima, Lima, Pachacamac",Área Terreno : 2.70 ha,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 7'679,700.00","USD 2'070,000.00"
TERRENO URBANO EN VENTA,"Cusco, Cusco, San Jeronimo",Área Terreno : 350.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 630,700.00","USD 170,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Juan de Lurigancho",Área Construida : 50.00 m²,Área Ocupada : 50.00 m²,Pisos : 3,Habitaciones : 2,Baños : 1,Cocheras : 0,"S/. 196,630.00","USD 53,000.00"
CASA URBANA EN VENTA,"Cusco, Cusco, Cusco",Área Terreno : 284.00 m2,Área Construida : 0.00 m²,Pisos : 3,Habitaciones : 10,Baños : 2,Cocheras : 0,"S/. 2'117,816.00","USD 570,840.00"
TERRENO EN VENTA,"Lima, Cañete, Asia",Área Terreno : 90.00 m2,Área Construida : 90.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 92,750.00","USD 25,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 90.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 118,720.00","USD 32,000.00"
CASA URBANA EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla",Área Terreno : 153.00 m2,Área Construida : 300.00 m²,Pisos : 2,Habitaciones : 8,Baños : 7,Cocheras : 1,"S/. 333,900.00","USD 90,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Lurigancho",Área Terreno : 196.20 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 204,050.00","USD 55,000.00"
TERRENO COMERCIAL EN VENTA,"Piura, Piura, Piura",Área Terreno : 880.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 2'596,629.00","USD 699,900.00"
EDIFICIOS EN ALQUILER,"Cusco, Cusco, Wanchaq",Área Terreno : 85.00 m2,Área Construida : 340.00 m²,Pisos : 4,Habitaciones : 16,Baños : 0,Cocheras : 0,"S/. 16,695.00","USD 4,500.00"
OFICINA EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 796.44 m²,Área Ocupada : 796.44 m²,Pisos : 4,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 44,149.00","USD 11,900.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, San Martin de Porres",Área Construida : 90.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 1,Baños : 0,Cocheras : 0,"S/. 3,650.00",USD 981.00
TERRENO AGRÍCOLA EN VENTA,"Lima, Cañete, Mala","Área Terreno : 5,077.00 m2",Área Construida : 100.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 1'946,970.00","USD 524,790.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lince",Área Construida : 121.00 m²,Área Ocupada : 72.23 m²,Pisos : 2,Habitaciones : 2,Baños : 1,Cocheras : 0,"S/. 612,150.00","USD 165,000.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, Puente Piedra",Área Construida : 187.92 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 1,Cocheras : 0,"S/. 2,500.00",USD 672.00
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Molina",Área Construida : 95.00 m²,Área Ocupada : 95.00 m²,Pisos : 3,Habitaciones : 2,Baños : 2,Cocheras : 1,"S/. 649,250.00","USD 175,000.00"
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",Área Construida : 0 m²,Área Ocupada : 0 m²,Pisos : 2,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 649,250.00","USD 175,000.00"
LOCAL COMERCIAL EN VENTA,"Arequipa, Arequipa, Arequipa",Área Construida : 625.00 m²,Área Ocupada : 0 m²,Pisos : 2,Habitaciones : 20,Baños : 20,Cocheras : 0,"S/. 2'671,200.00","USD 720,000.00"
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",Área Construida : 122.93 m²,Área Ocupada : 124.08 m²,Pisos : 6,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 649,250.00","USD 175,000.00"
CASA URBANA EN VENTA,"Lima, Lima, Ate",Área Terreno : 89.78 m2,Área Construida : 45.00 m²,Pisos : 1,Habitaciones : 2,Baños : 1,Cocheras : 1,"S/. 185,500.00","USD 50,000.00"
CASA EN VENTA,"Lima, Lima, La Molina",Área Terreno : 233.66 m2,Área Construida : 409.62 m²,Pisos : 3,Habitaciones : 7,Baños : 8,Cocheras : 2,"S/. 1'595,300.00","USD 430,000.00"
CASA EN CONDOMINIO EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 25.00 m2,Área Construida : 74.40 m²,Pisos : 4,Habitaciones : 4,Baños : 2,Cocheras : 0,"S/. 259,700.00","USD 70,000.00"
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",Área Construida : 116.21 m²,Área Ocupada : 123.29 m²,Pisos : 7,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 649,250.00","USD 175,000.00"
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",Área Construida : 122.93 m²,Área Ocupada : 124.08 m²,Pisos : 3,Habitaciones : 3,Baños : 3,Cocheras : 0,"S/. 649,250.00","USD 175,000.00"
TERRENO DE PLAYA EN VENTA,"Lima, Lima, Punta Hermosa",Área Terreno : 202.00 m2,Área Construida : 1.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 519,400.00","USD 140,000.00"
CASA EN VENTA,"Lima, Cañete, Cerro Azul",Área Terreno : 264.00 m2,Área Construida : 309.76 m²,Pisos : 2,Habitaciones : 4,Baños : 5,Cocheras : 2,"S/. 667,800.00","USD 180,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",Área Construida : 84.00 m²,Área Ocupada : 84.00 m²,Pisos : 12,Habitaciones : 3,Baños : 3,Cocheras : 0,"S/. 352,450.00","USD 95,000.00"
OFICINA EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 830.10 m²,Área Ocupada : 830.10 m²,Pisos : 8,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 50,456.00","USD 13,600.00"
LOCAL COMERCIAL EN VENTA,"Lima, Lima, Lima",Área Construida : 56.00 m²,Área Ocupada : 0 m²,Pisos : 2,Habitaciones : 1,Baños : 0,Cocheras : 0,"S/. 630,700.00","USD 170,000.00"
OFICINA EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 92.11 m²,Área Ocupada : 142.11 m²,Pisos : 12,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 7,049.00","USD 1,900.00"
DEPARTAMENTO FLAT EN ALQUILER,"Arequipa, Arequipa, Miraflores",Área Construida : 73.00 m²,Área Ocupada : 73.00 m²,Pisos : 7,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 1,450.00",USD 389.00
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, Surquillo","Área Construida : 1,120.00 m²",Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 14,Baños : 10,Cocheras : 4,"S/. 36,358.00","USD 9,800.00"
EDIFICIOS EN VENTA,"Lima, Lima, Miraflores",Área Terreno : 375.50 m2,Área Construida : 730.00 m²,Pisos : 4,Habitaciones : 21,Baños : 9,Cocheras : 0,"S/. 5'936,000.00","USD 1'600,000.00"
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Barranco",Área Construida : 100.83 m²,Área Ocupada : 100.83 m²,Pisos : 14,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 4,823.00","USD 1,300.00"
TERRENO DE PLAYA EN VENTA,"Piura, Talara, Mancora",Área Terreno : 5.00 ha,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 22'260,000.00","USD 6'000,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Luis",Área Construida : 76.65 m²,Área Ocupada : 76.65 m²,Pisos : 5,Habitaciones : 3,Baños : 2,Cocheras : 2,"S/. 370,814.00","USD 99,950.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Pueblo Libre",Área Construida : 68.00 m²,Área Ocupada : 68.00 m²,Pisos : 1,Habitaciones : 2,Baños : 2,Cocheras : 1,"S/. 2,450.00",USD 658.00
CASA EN VENTA,"Arequipa, Arequipa, Cerro Colorado",Área Terreno : 220.00 m2,Área Construida : 100.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 500,850.00","USD 135,000.00"
OFICINA EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 347.08 m²,Área Ocupada : 347.08 m²,Pisos : 3,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 19,292.00","USD 5,200.00"
OFICINA EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 387.42 m²,Área Ocupada : 487.42 m²,Pisos : 12,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 26,341.00","USD 7,100.00"
OFICINA EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 830.10 m²,Área Ocupada : 830.10 m²,Pisos : 8,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 50,456.00","USD 13,600.00"
OFICINA EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 92.11 m²,Área Ocupada : 142.11 m²,Pisos : 12,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 7,049.00","USD 1,900.00"
CASA URBANA EN ALQUILER,"Ica, Ica, Subtanjalla",Área Terreno : 110.00 m2,Área Construida : 85.00 m²,Pisos : 1,Habitaciones : 2,Baños : 2,Cocheras : 1,"S/. 1,990.00",USD 534.00
TERRENO INDUSTRIAL EN VENTA,"Lima, Huarochirí, San Antonio","Área Terreno : 8,110.00 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 3'911,453.00","USD 1'054,300.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 88.00 m²,Área Ocupada : 88.00 m²,Pisos : 4,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 371,000.00","USD 100,000.00"
CASA EN VENTA,"Lima, Lima, Surquillo",Área Terreno : 184.80 m2,Área Construida : 466.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 1'389,691.00","USD 374,580.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",Área Construida : 121.77 m²,Área Ocupada : 121.77 m²,Pisos : 2,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 1'001,696.00","USD 269,999.00"
CASA EN VENTA,"Cajamarca, Hualgayoc, Bambamarca",Área Terreno : 50.00 m2,Área Construida : 50.00 m²,Pisos : 1,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 120,000.00","USD 32,258.00"
CASA URBANA EN VENTA,"Lima, Lima, San Isidro",Área Terreno : 375.00 m2,Área Construida : 375.00 m²,Pisos : 3,Habitaciones : 4,Baños : 3,Cocheras : 0,"S/. 3'487,400.00","USD 940,000.00"
DEPARTAMENTO EN ALQUILER,"Piura, Piura, Piura",Área Construida : 200.00 m²,Área Ocupada : 200.00 m²,Pisos : 2,Habitaciones : 4,Baños : 2,Cocheras : 0,"S/. 1,800.00",USD 483.00
TERRENO URBANO EN VENTA,"Lima, Cañete, Mala",Área Terreno : 144.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 196,630.00","USD 53,000.00"
DEPARTAMENTO DUPLEX EN VENTA,"Arequipa, Arequipa, Miraflores",Área Construida : 94.56 m²,Área Ocupada : 95.24 m²,Pisos : 2,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 371,000.00","USD 100,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",Área Construida : 83.22 m²,Área Ocupada : 83.22 m²,Pisos : 13,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 586,180.00","USD 158,000.00"
TERRENO DE PLAYA EN VENTA,"Piura, Talara, Los Organos",Área Terreno : 786.60 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 274,540.00","USD 74,000.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, San Martin de Porres",Área Construida : 90.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 1,Baños : 0,Cocheras : 0,"S/. 3,650.00",USD 981.00
LOCAL INDUSTRIAL EN VENTA,"Lima, Lima, Lima","Área Construida : 1,133.00 m²",Área Ocupada : 0 m²,Pisos : 5,Habitaciones : 20,Baños : 10,Cocheras : 3,"S/. 2'968,000.00","USD 800,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Puente Piedra",Área Construida : 86.75 m²,Área Ocupada : 86.75 m²,Pisos : 2,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 218,890.00","USD 59,000.00"
CASA DE CAMPO EN VENTA,"Lima, Huaral, Huaral","Área Terreno : 2,400.00 m2",Área Construida : 400.00 m²,Pisos : 1,Habitaciones : 6,Baños : 3,Cocheras : 6,"S/. 890,400.00","USD 240,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lince",Área Construida : 98.00 m²,Área Ocupada : 98.00 m²,Pisos : 1,Habitaciones : 2,Baños : 1,Cocheras : 0,"S/. 500,850.00","USD 135,000.00"
DEPARTAMENTO FLAT EN VENTA,"Junin, Huancayo, Huancayo",Área Construida : 75.30 m²,Área Ocupada : 75.30 m²,Pisos : 1,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 230,000.00","USD 61,827.00"
TERRENO DE PLAYA EN VENTA,"Piura, Talara, Mancora",Área Terreno : 5.00 ha,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 22'260,000.00","USD 6'000,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Lurigancho",Área Terreno : 252.38 m2,"Área Construida : 11,799,234.00 m²",Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 445,200.00","USD 120,000.00"
EDIFICIOS EN VENTA,"Lima, Lima, Miraflores",Área Terreno : 375.50 m2,Área Construida : 730.00 m²,Pisos : 4,Habitaciones : 21,Baños : 9,Cocheras : 0,"S/. 5'936,000.00","USD 1'600,000.00"
LOCAL COMERCIAL EN VENTA,"Lima, Lima, Comas",Área Construida : 580.00 m²,Área Ocupada : 0 m²,Pisos : 4,Habitaciones : 6,Baños : 10,Cocheras : 5,"S/. 1'298,500.00","USD 350,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Surquillo",Área Construida : 38.00 m²,Área Ocupada : 38.00 m²,Pisos : 19,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 1,950.00",USD 524.00
LOCAL COMERCIAL EN VENTA,"Lima, Lima, Lima",Área Construida : 61.80 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 664,090.00","USD 179,000.00"
DEPARTAMENTO DUPLEX EN VENTA,"Arequipa, Islay, Mollendo",Área Construida : 345.25 m²,Área Ocupada : 345.25 m²,Pisos : 2,Habitaciones : 5,Baños : 3,Cocheras : 0,"S/. 1'224,300.00","USD 330,000.00"
OFICINA EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 796.44 m²,Área Ocupada : 796.44 m²,Pisos : 4,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 44,149.00","USD 11,900.00"
CASA URBANA EN VENTA,"Lima, Prov. Const. Del Callao, La Perla",Área Terreno : 160.00 m2,Área Construida : 160.00 m²,Pisos : 1,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 333,900.00","USD 90,000.00"
CASA URBANA EN VENTA,"Lima, Lima, Lurigancho",Área Terreno : 120.00 m2,Área Construida : 230.00 m²,Pisos : 2,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 408,100.00","USD 110,000.00"
CASA EN VENTA,"Lima, Lima, Lurin","Área Terreno : 1,168.00 m2",Área Construida : 277.00 m²,Pisos : 1,Habitaciones : 4,Baños : 3,Cocheras : 3,"S/. 1'669,500.00","USD 450,000.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, San Miguel",Área Construida : 68.44 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 5,565.00","USD 1,500.00"
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",Área Terreno : 126.00 m2,Área Construida : 100.00 m²,Pisos : 1,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 3'153,500.00","USD 850,000.00"
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Lince",Área Construida : 67.98 m²,Área Ocupada : 67.98 m²,Pisos : 4,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 2,782.00",USD 750.00
CASA URBANA EN VENTA,"Lima, Prov. Const. Del Callao, La Perla",Área Terreno : 160.00 m2,Área Construida : 160.00 m²,Pisos : 1,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 333,900.00","USD 90,000.00"
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",Área Terreno : 126.00 m2,Área Construida : 100.00 m²,Pisos : 1,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 3'153,500.00","USD 850,000.00"
CASA URBANA EN VENTA,"Lima, Lima, Lurigancho",Área Terreno : 120.00 m2,Área Construida : 230.00 m²,Pisos : 2,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 408,100.00","USD 110,000.00"
CASA EN VENTA,"Lima, Lima, Santiago de Surco",Área Terreno : 250.00 m2,Área Construida : 250.00 m²,Pisos : 3,Habitaciones : 6,Baños : 4,Cocheras : 2,"S/. 1'780,800.00","USD 480,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Borja",Área Construida : 118.00 m²,Área Ocupada : 118.00 m²,Pisos : 5,Habitaciones : 2,Baños : 3,Cocheras : 2,"S/. 853,300.00","USD 230,000.00"
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",Área Terreno : 220.00 m2,Área Construida : 129.40 m²,Pisos : 1,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 812,700.00","USD 218,467.00"
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",Área Terreno : 120.00 m2,Área Construida : 120.00 m²,Pisos : 1,Habitaciones : 3,Baños : 1,Cocheras : 1,"S/. 445,200.00","USD 120,000.00"
CASA URBANA EN VENTA,"Lima, Lima, Santiago de Surco",Área Terreno : 200.00 m2,Área Construida : 263.00 m²,Pisos : 3,Habitaciones : 6,Baños : 3,Cocheras : 1,"S/. 1'335,600.00","USD 360,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Victoria",Área Construida : 73.00 m²,Área Ocupada : 73.00 m²,Pisos : 1,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 267,120.00","USD 72,000.00"
